nome,codigo,valor,intensidade,uf
CUSTÓDIA,2605103,4,s3,Pernambuco
QUIXELÔ,2311355,3,s2,Ceará
ROTEIRO,2707800,0,si,Alagoas
IBIRAPITANGA,2912707,0,si,Bahia
BELÉM DO BREJO DO CRUZ,2502003,3,s2,Paraíba
NOSSA SENHORA DOS REMÉDIOS,2206803,1,s0,Piauí
RONDON DO PARÁ,1506187,2,s1,Pará
MONSENHOR HIPÓLITO,2206506,5,s4,Piauí
VARJOTA,2313955,4,s3,Ceará
TANQUE DO PIAUÍ,2210979,4,s3,Piauí
MISSÃO VELHA,2308401,3,s2,Ceará
CASTRO ALVES,2907301,0,si,Bahia
SERRARIA,2515906,1,s0,Paraíba
CIPÓ,2907905,0,si,Bahia
OROBÓ,2609709,2,s1,Pernambuco
MARANGUAPE,2307700,5,s4,Ceará
SÃO LOURENÇO DA MATA,2613701,0,si,Pernambuco
TRIUNFO,2516805,3,s2,Paraíba
PARACURU,2310209,5,s4,Ceará
MATÕES,2106607,1,s0,Maranhão
GRAVATÁ,2606408,3,s2,Pernambuco
SÍTIO NOVO,2413706,2,s1,Rio Grande do Norte
SERTÂNIA,2614105,4,s3,Pernambuco
ALCÂNTARAS,2300507,4,s3,Ceará
REDENÇÃO DO GURGUÉIA,2208700,3,s2,Piauí
TASSO FRAGOSO,2112001,3,s2,Maranhão
FORMOSA DO RIO PRETO,2911105,3,s2,Bahia
PAVUSSU,2207850,3,s2,Piauí
SOLONÓPOLE,2313005,4,s3,Ceará
SÃO LUÍS GONZAGA DO MARANHÃO,2111409,0,si,Maranhão
TRIUNFO,2615706,4,s3,Pernambuco
SIMÕES,2210706,5,s4,Piauí
JITAÚNA,2918308,0,si,Bahia
LIMOEIRO DE ANADIA,2704203,0,si,Alagoas
SÃO LUÍS,2111300,3,s2,Maranhão
RECIFE,2611606,0,si,Pernambuco
MONTEIRO,2509701,4,s3,Paraíba
BUENOS AIRES,2602704,1,s0,Pernambuco
BOQUEIRÃO,2502508,3,s2,Paraíba
SÃO LOURENÇO DO PIAUÍ,2210359,4,s3,Piauí
ABAÍRA,2900108,2,s1,Bahia
SERRA DO MEL,2413359,4,s3,Rio Grande do Norte
POÇO DAS TRINCHEIRAS,2707206,2,s1,Alagoas
MONTE HOREBE,2509602,3,s2,Paraíba
VERA CRUZ,2414803,0,si,Rio Grande do Norte
JERUMENHA,2205300,2,s1,Piauí
MARAJÁ DO SENA,2106359,0,si,Maranhão
GRAÇA ARANHA,2104701,0,si,Maranhão
PAULINO NEVES,2108058,3,s2,Maranhão
CANUDOS,2906824,3,s2,Bahia
BARREIROS,2601409,0,si,Pernambuco
RIACHO FRIO,2208858,3,s2,Piauí
ELESBÃO VELOSO,2203503,4,s3,Piauí
DIANÓPOLIS,1707009,3,s2,Tocantins
MATÕES DO NORTE,2106631,0,si,Maranhão
RIO DA CONCEIÇÃO,1718659,3,s2,Tocantins
PATOS DO PIAUÍ,2207777,5,s4,Piauí
MONTES ALTOS,2107001,3,s2,Maranhão
ITAPEBI,2916302,0,si,Bahia
NOVA PALMEIRA,2510303,2,s1,Paraíba
PARAGOMINAS,1505502,0,si,Pará
CURRAIS NOVOS,2403103,2,s1,Rio Grande do Norte
ITABAIANA,2802908,0,si,Sergipe
ITAJÁ,2404853,3,s2,Rio Grande do Norte
ÁGUA PRETA,2600401,1,s0,Pernambuco
ITUBERÁ,2917300,0,si,Bahia
BOM JESUS DA LAPA,2903904,3,s2,Bahia
CAPIM,2504033,0,si,Paraíba
QUIXERAMOBIM,2311405,5,s4,Ceará
FRANCISCO MACEDO,2204154,5,s4,Piauí
SÃO FRANCISCO DO OESTE,2411908,3,s2,Rio Grande do Norte
DAMIANÓPOLIS,5206701,3,s2,Goiás
TENÓRIO,2516755,2,s1,Paraíba
VERTENTE DO LÉRIO,2616183,3,s2,Pernambuco
BARROCAS,2903276,0,si,Bahia
SÃO BENEDITO DO RIO PRETO,2110401,2,s1,Maranhão
CAIÇARA DO RIO DO VENTO,2401909,2,s1,Rio Grande do Norte
PORTO DE PEDRAS,2707404,0,si,Alagoas
CAXINGÓ,2202653,2,s1,Piauí
ZABELÊ,2517407,4,s3,Paraíba
CAJUEIRO,2701308,0,si,Alagoas
LAJE,2918803,0,si,Bahia
ANDARAÍ,2901304,1,s0,Bahia
ILHA DE ITAMARACÁ,2607604,0,si,Pernambuco
OURO BRANCO,2408508,2,s1,Rio Grande do Norte
LAGO DO JUNCO,2105807,0,si,Maranhão
BETÂNIA,2601805,4,s3,Pernambuco
NOVO HORIZONTE,2923035,2,s1,Bahia
LARANJEIRAS,2803609,0,si,Sergipe
NOVO TRIUNFO,2923050,1,s0,Bahia
CASA NOVA,2907202,4,s3,Bahia
SÃO VICENTE FERRER,2111706,1,s0,Maranhão
CANINDÉ DE SÃO FRANCISCO,2801207,1,s0,Sergipe
MONTALVÂNIA,3142700,3,s2,Minas Gerais
VÁRZEA,2517100,3,s2,Paraíba
FEIRA GRANDE,2702603,0,si,Alagoas
AFONSO BEZERRA,2400307,3,s2,Rio Grande do Norte
MARCOS PARENTE,2206001,2,s1,Piauí
PIO XII,2108702,0,si,Maranhão
PEDRA,2610806,4,s3,Pernambuco
SANTA MARIA DA BOA VISTA,2612604,5,s4,Pernambuco
ITAGUAÇU DA BAHIA,2915353,3,s2,Bahia
JOAQUIM NABUCO,2608206,1,s0,Pernambuco
SOBRAL,2312908,5,s4,Ceará
CARIRÉ,2303105,4,s3,Ceará
BREJINHO,2401800,0,si,Rio Grande do Norte
CORRENTE,2202901,3,s2,Piauí
ADUSTINA,2900355,0,si,Bahia
PRATA,2512200,3,s2,Paraíba
JACARACI,2917409,2,s1,Bahia
PILAR,2511509,0,si,Paraíba
TANQUE NOVO,2931053,3,s2,Bahia
DARCINÓPOLIS,1706506,2,s1,Tocantins
COARACI,2908002,0,si,Bahia
LAGOA DE VELHOS,2406403,1,s0,Rio Grande do Norte
CRUZETA,2403004,2,s1,Rio Grande do Norte
SÃO FRANCISCO,2513984,3,s2,Paraíba
CARDEAL DA SILVA,2907004,0,si,Bahia
PRESIDENTE MÉDICI,2109239,0,si,Maranhão
MARECHAL DEODORO,2704708,0,si,Alagoas
GUADALUPE,2204501,2,s1,Piauí
ILHA DAS FLORES,2802700,0,si,Sergipe
LAURO DE FREITAS,2919207,0,si,Bahia
SANTA RITA,2513703,0,si,Paraíba
PRINCESA ISABEL,2512309,3,s2,Paraíba
VARZEDO,2933174,0,si,Bahia
CANDEIAS,2906501,0,si,Bahia
VÁRZEA DA ROÇA,2933059,1,s0,Bahia
SALGADO DE SÃO FÉLIX,2513109,1,s0,Paraíba
LAGOA DE DENTRO,2508208,0,si,Paraíba
BOM JESUS DO TOCANTINS,1501576,2,s1,Pará
TAIPU,2413904,0,si,Rio Grande do Norte
PICOS,2208007,5,s4,Piauí
PARICONHA,2706422,2,s1,Alagoas
GOVERNADOR NUNES FREIRE,2104677,1,s0,Maranhão
QUEIMADAS,2512507,2,s1,Paraíba
CAPITÃO GERVÁSIO OLIVEIRA,2202455,4,s3,Piauí
ITABELA,2914653,0,si,Bahia
CARINHANHA,2907103,3,s2,Bahia
FIRMINO ALVES,2910909,0,si,Bahia
VITÓRIA DA CONQUISTA,2933307,0,si,Bahia
COCAL DOS ALVES,2202729,2,s1,Piauí
JUPI,2608305,3,s2,Pernambuco
PARIPIRANGA,2923803,0,si,Bahia
SÃO GONÇALO DO PIAUÍ,2209807,2,s1,Piauí
ESPÍRITO SANTO,2403509,0,si,Rio Grande do Norte
MATINHAS,2509339,2,s1,Paraíba
VENTUROSA,2616001,4,s3,Pernambuco
ITAÍBA,2607505,4,s3,Pernambuco
JANUÁRIA,3135209,3,s2,Minas Gerais
NATUBA,2509909,2,s1,Paraíba
CORONEL JOSÉ DIAS,2202851,4,s3,Piauí
ITORORÓ,2917102,0,si,Bahia
JORDÂNIA,3136504,0,si,Minas Gerais
GROAÍRAS,2304905,4,s3,Ceará
ARACI,2902104,1,s0,Bahia
SANTANA DO CARIRI,2312106,4,s3,Ceará
MACHADOS,2609105,2,s1,Pernambuco
PIRPIRITUBA,2511806,0,si,Paraíba
GUAIÚBA,2304954,4,s3,Ceará
PACUJÁ,2309904,4,s3,Ceará
SANTA INÊS,2109908,0,si,Maranhão
TARRAFAS,2313252,4,s3,Ceará
CAPISTRANO,2302909,4,s3,Ceará
MARTINÓPOLE,2307908,3,s2,Ceará
PASSAGEM FRANCA DO PIAUÍ,2207751,3,s2,Piauí
IGARACY,2502607,3,s2,Paraíba
SÃO MIGUEL DOS CAMPOS,2708600,0,si,Alagoas
POÇÕES,2925105,0,si,Bahia
ALTO SANTO,2300705,4,s3,Ceará
GUARABIRA,2506301,0,si,Paraíba
PORTO,2208502,1,s0,Piauí
SAPEAÇU,2929602,0,si,Bahia
ITAPICURU,2916500,0,si,Bahia
SÃO SEBASTIÃO DO PASSÉ,2929503,0,si,Bahia
TAMBORIL,2313203,5,s4,Ceará
VÁRZEA ALEGRE,2314003,3,s2,Ceará
SANTA MARIA,2409332,0,si,Rio Grande do Norte
LIMA CAMPOS,2106003,0,si,Maranhão
NAZARÉ DA MATA,2609501,0,si,Pernambuco
CEARÁ-MIRIM,2402600,0,si,Rio Grande do Norte
ANGICAL DO PIAUÍ,2200608,2,s1,Piauí
SANTO ANDRÉ,2513851,3,s2,Paraíba
SANHARÓ,2612406,5,s4,Pernambuco
IRAQUARA,2914406,1,s0,Bahia
FEIRA NOVA,2605400,2,s1,Pernambuco
BREJO DA MADRE DE DEUS,2602605,5,s4,Pernambuco
RIO DO PIRES,2926905,2,s1,Bahia
RERIUTABA,2311702,4,s3,Ceará
AMPARO,2500734,3,s2,Paraíba
ICATU,2105104,3,s2,Maranhão
CARAÍBAS,2906899,1,s0,Bahia
CURAÇÁ,2909901,5,s4,Bahia
CONCEIÇÃO DO JACUÍPE,2908507,0,si,Bahia
CHORÓ,2303931,5,s4,Ceará
IBARETAMA,2305266,4,s3,Ceará
SANTA CRUZ,2612455,5,s4,Pernambuco
SÍTIO NOVO,2111805,2,s1,Maranhão
INGÁ,2506806,2,s1,Paraíba
LIZARDA,1712405,3,s2,Tocantins
SANTO ANTÔNIO DOS MILAGRES,2209450,2,s1,Piauí
CÍCERO DANTAS,2907806,1,s0,Bahia
CATENDE,2604205,2,s1,Pernambuco
PEDRA BRANCA,2310506,5,s4,Ceará
MILAGRES,2308302,3,s2,Ceará
JAICÓS,2205201,5,s4,Piauí
NAZAREZINHO,2510006,3,s2,Paraíba
SÃO JOSÉ DE ESPINHARAS,2514404,3,s2,Paraíba
CORONEL JOÃO PESSOA,2402907,3,s2,Rio Grande do Norte
DOUTOR SEVERIANO,2403202,3,s2,Rio Grande do Norte
PIO IX,2208205,5,s4,Piauí
RODELAS,2927101,3,s2,Bahia
CUITÉ,2505105,2,s1,Paraíba
PORTO DA FOLHA,2805604,0,si,Sergipe
SERRA DOS AIMORÉS,3166709,0,si,Minas Gerais
LAGOA DE ITAENGA,2608503,1,s0,Pernambuco
NOVA FÁTIMA,2922730,0,si,Bahia
PALMEIRINA,2610103,2,s1,Pernambuco
BREJÃO,2602407,2,s1,Pernambuco
TIMBAÚBA DOS BATISTAS,2414308,3,s2,Rio Grande do Norte
SÃO GONÇALO DO AMARANTE,2412005,0,si,Rio Grande do Norte
RIBEIRA DO PIAUÍ,2208874,4,s3,Piauí
PÉ DE SERRA,2924058,0,si,Bahia
CURRAIS,2203230,3,s2,Piauí
BAIXA GRANDE,2902609,0,si,Bahia
CAIRU,2905404,0,si,Bahia
MARAIAL,2609204,1,s0,Pernambuco
ÁGUA NOVA,2400406,3,s2,Rio Grande do Norte
ÁGUAS VERMELHAS,3101003,0,si,Minas Gerais
RUY BARBOSA,2411106,1,s0,Rio Grande do Norte
CARNAÚBA DOS DANTAS,2402402,2,s1,Rio Grande do Norte
REDENÇÃO,2311603,4,s3,Ceará
PARAÚ,2408706,3,s2,Rio Grande do Norte
SÃO JOÃO DO RIO DO PEIXE,2500700,3,s2,Paraíba
MARUIM,2804003,0,si,Sergipe
GOVERNADOR MANGABEIRA,2911600,0,si,Bahia
IBIPITANGA,2912509,3,s2,Bahia
CATOLÉ DO ROCHA,2504306,3,s2,Paraíba
ÉRICO CARDOSO,2900504,2,s1,Bahia
POJUCA,2925204,0,si,Bahia
SERRA CAIADA,2410306,0,si,Rio Grande do Norte
PEDRA GRANDE,2409506,1,s0,Rio Grande do Norte
QUITERIANÓPOLIS,2311264,5,s4,Ceará
UMIRIM,2313757,5,s4,Ceará
FLORESTA,2605707,4,s3,Pernambuco
GONÇALVES DIAS,2104404,0,si,Maranhão
NOVA OLINDA,2510204,3,s2,Paraíba
OLINDA,2609600,0,si,Pernambuco
PASSAGEM,2409209,0,si,Rio Grande do Norte
ALTO PARNAÍBA,2100501,3,s2,Maranhão
PORANGA,2311009,4,s3,Ceará
JARAMATAIA,2703700,0,si,Alagoas
MIRADOR,2106706,2,s1,Maranhão
NOSSA SENHORA DAS DORES,2804607,0,si,Sergipe
VÁRZEA GRANDE,2211407,4,s3,Piauí
VIÇOSA,2414902,3,s2,Rio Grande do Norte
SÃO MIGUEL DE TAIPU,2515005,0,si,Paraíba
POÇO REDONDO,2805406,0,si,Sergipe
TIMBAÚBA,2615300,1,s0,Pernambuco
AIQUARA,2900603,0,si,Bahia
CAÉM,2905107,1,s0,Bahia
ITATIM,2916856,0,si,Bahia
MORRO CABEÇA NO TEMPO,2206654,3,s2,Piauí
MIRINZAL,2106805,3,s2,Maranhão
SÃO JOSÉ DO PIAUÍ,2210201,4,s3,Piauí
DELMIRO GOUVEIA,2702405,2,s1,Alagoas
ICHU,2913309,0,si,Bahia
TUFILÂNDIA,2112274,0,si,Maranhão
ACOPIARA,2300309,4,s3,Ceará
VIÇOSA DO CEARÁ,2314102,3,s2,Ceará
TIMBIRAS,2112100,0,si,Maranhão
SOLÂNEA,2516003,1,s0,Paraíba
GOVERNADOR EDISON LOBÃO,2104552,3,s2,Maranhão
CODÓ,2103307,0,si,Maranhão
ALTANEIRA,2300606,4,s3,Ceará
ANGICOS,2400802,3,s2,Rio Grande do Norte
